ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
2023,D,Ship,4,4,264,2,medium,F,12,2203
3838,B,Flight,6,5,212,2,low,F,5,4804
9850,B,Road,5,1,243,3,medium,F,10,4037
523,D,Road,6,5,212,2,medium,M,38,2359
1329,A,Ship,5,1,201,3,medium,F,65,2488
8751,A,Road,3,1,139,3,low,F,4,4666
10902,F,Ship,4,4,201,2,medium,M,7,4320
1268,F,Ship,3,2,233,5,low,M,44,2010
6322,B,Ship,4,3,208,2,medium,F,4,4767
8088,F,Flight,4,1,164,3,high,F,1,5492
7783,D,Road,3,3,196,3,low,M,9,4431
2203,D,Flight,5,3,266,3,low,F,19,2508
7584,F,Ship,3,2,158,3,medium,F,1,5438
2837,C,Ship,4,1,151,2,low,F,47,1682
10704,F,Ship,4,3,259,5,low,M,6,1867
8164,B,Ship,5,1,146,3,high,F,3,4345
1113,A,Flight,5,1,222,3,high,M,21,2351
1358,F,Road,5,1,184,4,medium,F,38,2232
608,F,Ship,3,1,167,2,high,F,34,1967
317,C,Ship,4,2,238,2,high,M,17,3358
6624,F,Ship,3,4,160,4,medium,M,9,4733
1059,A,Ship,4,3,260,4,medium,M,40,3668
6357,A,Ship,3,5,238,6,medium,M,8,5620
622,B,Ship,4,1,138,2,low,M,28,1528
9547,D,Ship,3,2,189,2,low,M,6,4488
2485,D,Ship,3,5,266,3,medium,M,16,2334
8645,C,Flight,5,1,255,5,low,M,3,1574
9993,A,Road,6,3,223,2,medium,M,7,5007
3566,F,Flight,5,1,279,8,low,F,6,5888
10154,F,Flight,6,3,254,5,medium,F,7,1615
1434,F,Ship,3,2,176,3,low,M,51,1297
6827,C,Road,5,4,248,5,low,F,3,1471
8670,F,Ship,4,4,189,2,medium,M,3,5837
548,F,Flight,5,4,245,5,low,M,6,3592
1604,F,Ship,4,5,278,6,low,M,4,3909
2511,A,Ship,3,2,143,6,medium,M,63,1953
9578,F,Road,3,1,187,2,low,F,10,5064
3255,A,Ship,3,4,100,3,medium,M,4,4191
8026,B,Ship,7,3,286,4,low,F,5,1866
1673,C,Ship,3,2,260,3,medium,M,52,2874
3384,F,Ship,3,3,150,3,medium,M,4,5536
10937,C,Road,5,3,257,5,medium,M,8,1981
1082,F,Road,6,3,270,3,low,F,56,3251
3595,D,Ship,4,2,222,3,low,F,3,5130
9418,B,Ship,6,3,286,4,medium,M,4,1169
3445,D,Ship,2,2,240,5,low,M,7,4138
352,B,Ship,5,5,171,2,medium,F,22,1695
8085,A,Flight,2,5,239,2,low,F,9,5363
7630,B,Ship,4,1,270,3,low,F,6,5212
10796,F,Ship,4,3,232,5,medium,F,8,1265
6342,F,Ship,5,4,138,2,medium,F,8,5885
9902,F,Ship,3,5,214,2,medium,F,6,4578
5599,D,Road,4,2,245,3,medium,F,2,4835
5339,C,Flight,2,5,254,2,low,M,10,5718
4075,D,Ship,3,3,185,3,medium,M,4,4111
8281,D,Ship,5,4,266,3,low,M,2,5260
5044,B,Road,4,2,224,2,low,M,9,5603
4128,F,Ship,5,2,176,4,low,M,2,4893
488,F,Ship,4,1,139,3,low,F,56,1811
10745,C,Ship,5,4,236,5,medium,F,7,1017
6656,F,Ship,4,5,272,2,medium,F,1,5378
2177,C,Road,4,3,163,3,low,F,45,1395
10486,B,Ship,4,2,259,6,medium,M,8,1096
4721,C,Ship,4,2,152,2,low,M,7,5026
10417,D,Flight,5,2,263,6,low,F,6,1511
10383,A,Ship,4,3,207,2,medium,M,5,4286
8320,B,Ship,7,3,286,4,low,M,2,1712
1873,D,Ship,4,4,234,2,high,M,2,2008
9587,C,Flight,4,5,265,2,low,M,9,5040
9584,F,Road,3,2,145,2,low,M,3,4409
6870,F,Ship,4,2,273,5,low,F,4,1223
7349,C,Ship,4,2,187,2,medium,F,7,5524
2018,F,Ship,3,1,231,2,low,F,12,2123
7880,F,Ship,4,3,196,3,low,M,10,4433
10767,A,Ship,5,2,264,5,medium,M,4,1318
1853,C,Ship,3,5,190,10,medium,F,27,2739
8937,A,Ship,4,3,225,5,medium,M,3,1224
6427,D,Road,5,1,187,2,low,F,7,4792
6411,A,Ship,3,3,220,3,high,F,6,5269
8797,D,Ship,5,1,151,4,low,M,5,4549
6520,B,Ship,3,2,270,3,medium,M,9,5873
6194,F,Ship,4,4,133,4,high,F,10,5296
5623,D,Flight,4,3,266,6,medium,F,5,5209
7782,F,Ship,4,1,249,6,medium,M,2,5720
1412,F,Ship,3,2,240,6,low,F,26,2683
785,C,Ship,3,1,209,2,low,M,43,2237
8867,C,Ship,5,1,267,6,low,M,3,1803
239,C,Ship,2,3,140,3,low,F,23,1372
10401,A,Road,2,1,235,3,high,M,8,4522
1643,C,Flight,5,3,259,3,low,F,45,3335
6926,F,Ship,6,4,247,4,medium,M,3,1946
155,C,Ship,3,3,162,3,medium,F,8,1869
9929,C,Ship,6,1,289,5,medium,M,7,1223
1332,F,Ship,4,4,255,2,medium,M,29,2267
4600,B,Ship,5,3,223,2,medium,F,9,5735
6947,C,Ship,3,2,204,4,medium,M,7,4768
3887,C,Ship,5,4,230,3,low,M,1,4727
1341,A,Ship,4,2,183,4,low,M,15,3632
8980,B,Ship,3,3,265,3,low,F,10,4093
9814,B,Ship,5,1,229,4,medium,M,1,4584
3354,F,Ship,4,5,190,3,low,M,2,4554
5097,A,Ship,5,3,273,4,medium,M,2,4186
10012,B,Flight,4,2,253,2,low,F,4,4502
8825,C,Ship,5,2,254,6,low,M,5,1885
697,D,Flight,5,1,149,4,medium,F,20,1110
7895,C,Ship,5,4,223,3,low,M,8,4310
1137,A,Ship,5,5,198,5,medium,M,36,2803
8545,D,Ship,3,1,188,4,medium,F,8,5884
7471,D,Ship,4,1,242,6,low,M,8,1419
4208,F,Ship,3,5,167,2,low,F,2,4141
7445,C,Ship,3,1,223,7,high,M,5,4439
7831,D,Ship,4,5,149,2,low,M,2,5724
8966,F,Ship,3,5,178,3,low,F,7,4135
10389,A,Road,3,1,149,3,medium,F,9,5952
6533,C,Ship,3,5,260,4,medium,F,8,4162
6349,D,Ship,6,5,250,2,low,F,7,4724
8465,C,Ship,4,3,241,2,medium,M,3,4636
2935,D,Ship,4,3,135,3,low,F,15,1008
2245,D,Ship,5,4,163,4,medium,M,57,1613
9871,D,Flight,3,4,194,3,medium,M,7,4565
2202,F,Flight,3,4,144,2,low,F,33,1811
8039,C,Ship,7,3,301,4,medium,M,1,1966
6599,C,Ship,4,3,264,5,medium,M,3,1639
5040,F,Ship,6,5,275,4,low,M,8,1553
4946,F,Flight,5,1,240,3,high,M,10,5277
8193,A,Ship,4,5,201,3,low,M,7,4048
5979,A,Ship,5,1,158,2,low,M,4,5736
4987,D,Ship,7,1,278,4,low,M,10,1508
8597,C,Ship,3,5,240,3,low,F,6,5642
8853,A,Ship,3,1,242,8,medium,M,4,4943
10564,B,Flight,4,5,219,2,low,M,4,4197
8881,D,Road,7,5,308,4,medium,M,1,1477
1091,C,Road,4,2,221,2,medium,M,54,3065
6873,A,Ship,2,3,164,5,low,M,7,1243
6159,A,Road,4,5,182,3,medium,F,2,4473
10425,A,Flight,5,5,272,2,low,M,1,4883
104,F,Ship,5,1,144,4,low,M,37,1658
3814,B,Road,2,5,111,2,low,M,4,4473
5376,F,Ship,3,5,271,4,low,M,3,5831
1097,C,Flight,5,2,265,3,low,F,12,2892
10372,B,Ship,4,5,170,3,low,M,2,5671
7778,F,Ship,5,3,141,3,low,M,2,4124
9668,F,Ship,4,5,251,5,medium,F,6,1434
5908,B,Flight,4,3,96,4,medium,M,1,4984
2419,D,Ship,5,2,96,2,low,F,50,1186
101,C,Ship,5,3,143,2,medium,M,59,1837
6618,F,Ship,4,4,251,6,medium,M,4,1869
5957,C,Ship,2,5,241,3,medium,F,3,4253
844,B,Ship,5,4,182,5,medium,F,23,3398
5159,C,Ship,4,3,254,2,high,F,3,4930
10299,A,Ship,5,5,148,4,medium,F,4,5909
2735,C,Road,3,2,144,5,medium,M,43,1027
10777,D,Ship,5,2,226,6,low,F,5,1981
9559,D,Ship,3,5,157,4,medium,F,2,4640
5047,D,Road,4,1,150,2,low,M,5,4140
980,F,Ship,4,4,140,2,low,F,47,1831
2971,D,Ship,4,3,184,3,low,F,37,3436
2399,C,Ship,6,3,195,2,medium,M,21,3869
6046,B,Ship,6,2,286,4,low,F,4,1594
9010,B,Ship,3,5,204,4,low,M,6,4879
4609,D,Ship,4,2,236,3,low,F,1,4076
9062,F,Ship,2,2,160,6,medium,F,9,4972
3798,F,Ship,4,2,182,3,medium,M,7,4710
533,C,Road,4,3,192,3,low,F,43,3498
8728,B,Ship,2,3,211,2,medium,M,2,4611
8535,A,Ship,4,3,134,4,low,F,5,4507
6826,B,Road,6,3,305,4,medium,F,9,1479
2100,F,Ship,3,2,176,3,low,F,29,1953
8371,D,Flight,3,3,163,3,medium,M,5,5362
10863,A,Ship,6,4,242,3,medium,M,9,5920
7877,C,Ship,3,1,229,3,medium,M,7,5324
1019,C,Ship,3,2,167,2,low,M,2,1010
1122,F,Ship,2,1,264,3,medium,M,10,3409
4427,C,Ship,5,3,254,2,low,F,4,5014
7293,A,Ship,3,2,221,2,medium,M,10,4715
3287,C,Flight,4,5,221,3,low,F,6,5895
296,F,Ship,3,1,202,2,medium,M,62,3398
1644,F,Flight,3,3,153,2,low,F,39,1328
9484,B,Ship,3,2,241,3,medium,F,9,4301
6985,D,Flight,4,4,215,2,low,F,7,5151
1890,F,Ship,3,4,190,10,medium,F,38,2018
4058,F,Ship,2,1,166,3,medium,M,6,4280
9592,B,Flight,4,1,173,5,low,F,5,5049
6409,D,Ship,3,4,223,3,low,F,7,5336
867,A,Ship,4,1,199,2,low,F,46,3371
2380,B,Ship,4,2,225,3,low,M,52,3189
3288,F,Flight,3,1,135,3,low,M,9,4511
3296,F,Flight,3,5,125,2,low,M,5,4933
9486,F,Ship,3,5,98,3,medium,F,3,5553
8529,A,Ship,5,3,230,3,medium,F,7,4844
3345,A,Ship,3,4,133,2,low,F,7,4663
1216,B,Road,4,2,202,2,low,F,45,3008
2176,B,Road,3,5,230,3,low,F,49,3477
5902,B,Flight,3,5,271,3,low,F,9,5328
8861,C,Ship,7,1,307,4,low,M,4,1371
10308,F,Ship,4,2,225,2,medium,F,5,5943
9780,F,Ship,5,5,251,2,high,F,3,4741
9654,F,Ship,5,5,266,10,high,F,2,5890
5374,B,Ship,3,3,254,2,medium,M,8,4890
9428,F,Road,5,2,266,5,medium,M,8,1367
6434,F,Road,3,4,159,3,high,M,4,4756
1915,D,Flight,5,2,223,3,low,F,51,3687
3008,F,Road,4,3,161,3,low,F,52,1199
1826,F,Ship,4,5,268,3,low,M,17,3085
8024,F,Ship,5,3,245,5,low,F,2,1937
2173,D,Road,2,3,255,3,low,M,27,3484
3355,D,Ship,4,4,161,4,low,M,5,5038
8174,F,Ship,4,2,181,3,medium,M,4,5717
6513,A,Ship,7,5,250,4,low,M,1,1690
9210,F,Ship,5,3,227,5,medium,F,9,4990
9294,F,Road,4,1,225,2,low,M,4,4102
7839,A,Ship,3,4,197,6,medium,M,3,4890
2516,F,Ship,4,3,220,3,medium,M,8,3342
10387,D,Road,3,2,180,6,medium,M,3,5780
5945,C,Ship,2,5,286,6,medium,F,5,5490
7029,A,Ship,3,4,196,4,low,F,4,5031
2861,C,Road,4,1,168,2,low,F,41,1515
512,F,Ship,5,2,172,3,medium,M,65,1667
9385,D,Ship,4,1,184,7,medium,F,6,4956
6773,C,Ship,2,5,185,3,low,F,9,5810
7114,B,Road,4,5,213,3,low,F,7,4490
5205,A,Flight,5,2,248,3,medium,M,5,5946
5372,F,Ship,4,2,257,2,low,M,7,5325
3594,F,Ship,5,2,279,8,low,M,5,4785
6071,C,Ship,5,5,175,6,low,F,2,4883
1152,F,Ship,2,2,176,5,low,F,55,1211
1560,F,Ship,3,1,171,2,low,M,1,1629
3791,C,Ship,4,2,245,2,low,M,8,5871
5175,A,Ship,5,3,266,3,medium,F,4,4195
4907,C,Road,3,1,223,3,low,M,8,5318
757,D,Ship,4,5,195,5,medium,F,10,3537
7929,A,Road,4,1,137,3,medium,F,3,4962
9575,C,Road,6,2,191,6,medium,M,7,5333
6992,F,Flight,4,5,138,2,low,M,10,4788
8519,C,Ship,4,4,161,3,low,M,2,5257
1150,B,Ship,4,2,193,2,high,F,48,2371
10733,C,Ship,4,1,261,5,low,F,6,1129
207,A,Ship,2,2,157,3,low,M,1,1477
6163,D,Flight,3,2,220,3,low,M,8,5032
1925,C,Flight,3,3,219,2,low,F,41,3932
1180,B,Ship,5,4,186,10,low,F,24,3621
9941,C,Ship,5,5,251,5,medium,F,10,1683
3392,F,Ship,4,2,178,8,medium,M,5,4120
4930,B,Flight,5,1,264,2,medium,F,3,4056
9690,F,Ship,7,1,301,4,low,F,6,1052
714,F,Ship,3,3,273,2,medium,F,16,2466
7519,D,Road,6,2,260,3,low,M,2,4071
8938,B,Ship,6,4,296,4,medium,M,5,1782
8789,C,Ship,4,2,212,3,low,M,5,5413
3953,C,Road,3,1,254,4,medium,M,9,4571
145,D,Flight,2,1,158,3,medium,F,51,1540
1894,B,Road,4,3,190,10,low,M,34,3935
9568,B,Road,5,4,201,2,low,M,5,5593
1742,F,Ship,3,3,237,3,medium,M,47,3625
5460,F,Road,4,4,146,3,low,F,10,5805
4792,B,Flight,5,5,232,3,low,F,3,5718
10921,D,Ship,4,4,257,5,medium,F,9,1869
8000,F,Ship,3,2,183,5,low,F,2,1158
5516,F,Ship,6,5,268,4,low,M,10,1170
6291,A,Road,5,5,298,4,low,M,8,1631
3611,C,Ship,2,2,152,4,low,M,6,4606
2379,A,Ship,5,1,219,3,low,M,14,2447
5724,F,Ship,4,5,233,4,low,F,6,1495
9455,C,Flight,5,1,241,5,medium,M,3,1379
9477,A,Ship,3,3,133,3,low,F,2,4926
6464,F,Ship,3,2,131,5,low,F,8,5084
10098,F,Ship,4,4,224,4,medium,F,2,4503
7625,C,Ship,5,1,210,2,low,M,2,4079
2531,C,Ship,4,1,141,2,low,F,23,1689
2005,D,Ship,5,4,285,6,high,M,63,3151
2563,D,Ship,4,3,191,3,high,F,45,3714
3064,B,Ship,5,1,140,4,medium,M,48,1322
947,C,Road,4,2,161,3,low,F,22,1819
1684,B,Ship,3,3,250,3,medium,M,9,2752
8331,A,Road,6,5,308,4,low,M,8,1569
4613,C,Ship,4,2,205,2,low,F,10,5580
7233,A,Ship,5,2,174,4,medium,M,8,5627
4400,F,Flight,4,4,165,6,low,F,5,4640
6006,F,Road,6,4,292,4,low,M,3,1826
9183,A,Flight,6,3,266,4,medium,F,8,1547
7061,C,Ship,3,1,173,3,low,F,3,4453
10824,F,Flight,5,5,203,2,low,M,10,4790
7947,A,Flight,3,5,255,7,medium,M,8,4091
1041,A,Ship,2,1,189,2,high,M,48,2429
2826,F,Ship,3,3,225,2,medium,M,55,2259
7717,D,Ship,6,2,306,4,low,F,1,1815
173,C,Ship,3,4,148,3,low,M,56,1550
9644,F,Ship,5,3,170,3,medium,M,6,5226
10224,F,Ship,5,3,242,5,low,F,6,1681
8274,F,Ship,7,2,247,4,medium,F,9,1096
6336,F,Ship,3,1,264,3,low,F,5,5043
797,C,Road,4,4,248,4,low,F,49,2322
4250,F,Flight,4,3,243,2,low,F,6,5892
1265,C,Ship,4,3,142,2,medium,F,63,1615
5282,F,Ship,5,2,136,2,low,M,3,1370
2547,A,Ship,3,5,190,10,medium,M,32,2931
3570,F,Flight,3,4,118,4,low,M,6,5964
5887,D,Flight,3,3,262,5,medium,F,1,5043
4187,C,Ship,4,4,133,2,medium,F,4,4724
6124,B,Ship,3,5,144,2,medium,M,2,4629
2556,F,Ship,3,5,150,2,low,M,29,1934
7132,B,Flight,3,5,167,2,low,M,5,5042
5709,A,Ship,3,2,174,3,low,M,3,4132
838,B,Flight,5,2,278,2,low,F,17,2493
3596,F,Ship,4,2,233,2,low,F,5,4668
6850,B,Flight,3,1,158,7,medium,F,6,4166
8079,A,Flight,2,1,155,2,low,M,2,5661
6282,F,Road,6,4,287,4,medium,F,9,1936
2866,B,Road,5,1,109,2,high,M,23,1479
6278,F,Road,7,5,296,4,low,M,8,1686
10456,B,Ship,5,1,263,6,low,F,3,1665
1258,B,Ship,3,5,219,3,low,F,54,3145
9502,B,Ship,4,2,171,3,medium,M,4,5859
3807,A,Ship,3,2,156,8,medium,M,6,5637
3589,D,Ship,4,3,185,10,high,M,1,4973
2152,B,Ship,5,1,155,2,medium,F,40,1024
5778,F,Ship,6,5,304,4,low,M,8,1755
1896,F,Road,2,1,190,3,low,M,59,2108
5389,D,Ship,3,3,211,4,low,M,7,4733
10123,D,Road,3,4,174,2,low,F,4,4295
2943,A,Ship,3,3,148,2,low,M,39,1402
3539,C,Road,4,3,137,3,medium,F,10,4820
6822,F,Ship,6,3,260,4,low,M,9,1131
2032,B,Road,3,2,143,4,medium,F,22,1249
7151,C,Ship,5,5,274,5,low,M,7,1875
2299,D,Ship,4,5,132,4,medium,F,28,1715
8044,B,Ship,6,1,138,3,low,M,6,1604
10320,F,Ship,3,3,169,2,medium,F,8,4281
166,B,Ship,3,3,166,4,medium,F,17,1498
4321,D,Ship,4,3,258,3,high,F,1,4653
7562,F,Ship,3,3,165,4,medium,M,2,4176
1574,F,Ship,5,3,156,3,medium,M,58,1218
5830,B,Ship,4,5,207,2,low,F,3,5270
1438,B,Ship,4,3,153,3,medium,M,2,1095
2819,C,Ship,3,1,164,3,medium,F,9,1803
4622,F,Ship,3,3,149,4,medium,F,3,5944
7796,F,Road,3,1,160,2,low,F,10,5642
9541,D,Ship,5,1,189,2,medium,M,8,5219
5811,A,Ship,6,4,197,5,medium,M,4,5889
6229,D,Ship,6,2,269,4,low,M,6,1073
1278,F,Ship,3,1,275,2,high,F,1,2597
5897,C,Flight,4,2,252,3,low,F,1,4176
244,B,Ship,2,4,136,3,low,M,43,1958
11,C,Flight,3,4,189,2,medium,M,12,2888
10518,F,Ship,5,5,141,3,low,M,4,4534
6388,B,Ship,4,1,200,2,medium,F,5,5249
1374,F,Flight,5,5,190,4,medium,F,47,3644
6140,F,Road,4,5,222,3,medium,F,7,5844
8582,F,Ship,4,4,243,5,medium,M,10,4356
6912,F,Ship,5,4,260,6,low,F,2,1765
3038,F,Ship,5,4,135,2,medium,F,20,1908
1548,F,Ship,5,5,163,3,low,M,54,1536
1334,F,Ship,5,5,260,2,low,F,23,3065
3853,D,Flight,6,4,148,4,low,F,10,5088
8499,A,Flight,5,4,274,3,low,M,1,5017
4414,B,Ship,3,2,224,2,medium,F,3,4405
931,D,Ship,4,3,162,2,low,M,2,1714
1127,C,Ship,4,3,263,4,medium,M,23,2960
8605,D,Road,7,1,287,4,low,M,1,1660
1715,C,Ship,4,1,142,2,low,M,26,1683
5871,A,Road,3,1,133,3,medium,M,6,5464
4518,F,Flight,5,4,219,4,low,F,8,4540
2178,F,Road,4,4,139,3,high,F,64,1415
1716,F,Ship,3,3,275,3,low,F,61,2123
3472,B,Ship,3,4,259,2,medium,F,3,4154
10834,B,Flight,6,5,258,5,low,F,1,5376
1167,A,Ship,3,3,175,3,high,F,55,1229
6089,C,Ship,5,1,148,3,low,F,5,5790
7833,A,Ship,5,4,265,2,low,F,2,5164
6306,F,Flight,5,1,272,6,medium,F,2,1681
9699,A,Ship,4,2,231,5,low,F,2,1465
4062,F,Ship,3,5,154,2,medium,M,6,4744
8234,F,Flight,2,4,142,3,high,M,2,5700
7561,D,Ship,2,2,169,3,medium,F,4,5485
2192,F,Flight,4,2,139,4,low,F,41,1511
3070,B,Ship,4,4,162,2,medium,M,8,1386
9890,F,Ship,4,5,232,5,low,F,3,1817
9739,D,Flight,4,1,161,3,low,M,1,4789
9286,B,Ship,3,2,253,2,low,M,8,5608
3480,F,Ship,3,1,193,4,low,M,5,4700
4345,D,Ship,3,3,116,5,low,F,6,4524
820,B,Flight,4,5,154,2,low,F,49,1532
10823,C,Flight,3,3,197,3,medium,M,8,4568
2743,D,Flight,3,3,178,3,high,M,12,1900
6511,D,Ship,6,2,246,4,medium,M,7,1071
2736,F,Flight,5,1,272,3,medium,M,27,2415
6191,C,Ship,4,5,180,2,medium,F,1,4332
2595,A,Road,4,1,274,4,medium,M,61,3402
8290,B,Ship,3,5,185,4,low,M,9,5704
5820,F,Ship,3,3,185,3,low,M,6,5995
2369,C,Ship,2,1,180,2,medium,F,31,1078
7971,A,Ship,3,1,142,4,medium,M,7,4780
2762,F,Ship,3,1,193,2,medium,F,23,2728
5921,C,Ship,5,5,154,2,medium,M,3,4669
10054,B,Ship,3,4,270,3,medium,F,10,5417
44,F,Ship,3,1,174,2,low,M,44,1556
531,A,Road,3,2,237,2,high,M,26,3103
1147,D,Ship,5,5,191,2,high,M,34,2708
4198,B,Ship,4,4,266,3,medium,F,5,4641
7921,D,Road,4,1,261,2,medium,F,9,4158
4564,B,Ship,6,2,274,4,medium,M,8,1626
5470,B,Road,7,1,296,4,low,F,10,1230
3321,A,Ship,2,4,194,2,low,F,4,4803
4327,D,Ship,5,4,132,6,low,F,8,1327
8042,F,Ship,6,2,272,5,low,M,8,1045
5832,F,Ship,3,5,269,5,low,M,6,5932
1475,C,Ship,3,1,230,2,medium,F,18,2832
7050,F,Ship,3,4,261,2,low,F,1,5844
2734,B,Road,4,5,254,3,low,M,29,3885
3195,A,Ship,3,1,273,6,low,M,1,1293
6732,F,Ship,5,2,246,3,medium,F,10,5110
4115,C,Flight,2,1,156,3,medium,M,3,5937
5753,C,Flight,4,4,236,3,low,M,10,4347
10222,B,Ship,4,5,237,5,low,F,9,1978
3348,F,Ship,4,2,270,2,high,F,3,4914
8061,A,Road,5,5,186,4,low,M,3,4287
9715,D,Road,3,4,270,6,low,F,7,4098
4574,F,Ship,4,4,185,3,medium,M,9,4469
5977,D,Ship,4,2,244,3,high,F,3,4103
8293,D,Ship,4,4,260,2,medium,M,6,4474
6584,F,Flight,5,2,244,6,low,F,7,1315
4786,B,Road,3,4,211,3,high,M,1,5144
2785,D,Ship,3,1,231,2,low,M,24,3811
5011,D,Ship,4,3,196,3,low,F,10,4194
8820,F,Ship,5,4,242,5,low,M,1,1571
483,A,Ship,3,3,220,7,low,M,25,2141
10468,B,Ship,5,1,262,5,medium,M,4,1196
1272,F,Ship,5,3,236,6,medium,M,9,3715
7655,C,Road,3,4,199,3,medium,M,1,4490
2933,C,Ship,3,2,155,3,medium,F,7,1434
7429,D,Ship,4,2,221,3,low,M,10,4126
1352,F,Road,5,5,245,4,medium,F,12,2225
5673,A,Ship,3,4,150,2,low,M,1,4742
5682,F,Ship,5,4,229,3,low,M,1,5660
1591,D,Ship,4,1,272,3,medium,M,49,2803
6027,A,Flight,4,1,270,5,medium,M,9,1280
3311,C,Ship,4,5,250,3,low,F,2,5206
5662,B,Ship,5,5,245,5,medium,F,4,4627
3151,D,Flight,3,3,238,8,medium,F,3,4943
9052,B,Flight,2,1,271,3,low,M,1,4537
2501,C,Ship,4,3,209,6,low,F,59,2622
8319,A,Ship,7,3,296,4,medium,F,2,1304
3486,F,Ship,4,1,182,2,medium,F,10,5638
1432,B,Ship,5,5,180,5,medium,M,35,1725
3668,F,Ship,4,4,184,3,medium,F,2,4124
3260,F,Ship,3,3,202,3,medium,F,8,5486
7950,F,Flight,4,2,201,8,medium,F,6,5128
3116,F,Ship,4,4,134,3,low,F,14,1716
3852,F,Flight,2,3,263,3,medium,F,10,4779
5738,F,Road,5,1,248,2,low,F,6,5281
5798,F,Ship,3,1,183,3,medium,M,7,5849
4700,F,Ship,3,4,147,3,low,F,8,5525
7859,C,Ship,2,3,239,6,medium,M,4,4022
627,A,Ship,5,2,236,3,low,F,51,3402
4644,F,Road,3,2,236,3,medium,M,8,5783
8643,A,Flight,4,5,273,5,low,M,2,1441
1506,F,Flight,4,2,229,4,low,F,32,3518
2230,B,Ship,3,1,239,3,low,F,63,2154
6049,D,Ship,5,1,269,6,medium,F,8,1341
7765,D,Ship,6,1,280,4,medium,M,6,1735
6993,A,Flight,3,4,198,3,medium,M,7,4020
8565,A,Ship,3,2,193,2,low,M,3,4799
3126,F,Road,4,4,197,3,medium,F,41,3280
5024,F,Ship,6,5,274,4,low,M,6,1066
3285,A,Flight,4,1,200,2,low,F,9,4808
357,A,Ship,3,4,198,2,low,M,25,2774
434,F,Ship,4,2,215,3,medium,F,48,2953
7535,C,Flight,4,2,191,4,low,M,7,5507
3168,F,Flight,3,2,129,3,high,M,9,4342
7033,D,Ship,6,2,232,3,medium,F,7,5219
9935,C,Ship,4,4,274,6,low,M,10,1355
3987,A,Flight,3,2,227,2,medium,M,9,4659
2454,F,Road,4,5,184,3,low,F,64,3812
10275,A,Flight,5,5,213,3,medium,M,5,5247
2273,C,Ship,5,5,234,6,low,F,52,2615
2909,C,Ship,3,4,154,2,low,M,29,1016
3679,D,Road,3,3,158,3,low,F,2,5205
6621,A,Ship,5,5,230,3,low,F,10,5163
3991,D,Ship,6,3,205,3,low,M,10,4996
10303,D,Ship,3,2,161,3,medium,M,2,4174
1960,B,Ship,4,5,268,3,low,F,64,2386
2536,B,Ship,2,1,229,4,low,F,11,3614
2707,D,Ship,4,3,174,3,low,F,5,1502
9094,B,Ship,6,5,289,4,low,M,5,1600
9918,F,Ship,5,5,243,5,medium,M,2,1817
3993,A,Ship,5,4,178,5,low,F,9,4729
3378,F,Ship,4,4,190,3,low,M,2,4800
1310,F,Ship,4,3,197,3,low,F,20,3617
932,F,Ship,3,2,135,3,low,M,27,1898
3913,D,Ship,4,4,121,5,low,F,8,4233
2665,D,Ship,4,4,199,2,medium,M,25,3705
10485,A,Ship,5,1,257,5,high,F,2,1323
8361,A,Flight,6,2,243,4,high,M,2,1665
6887,C,Ship,6,3,278,4,high,F,3,1033
1309,D,Ship,5,4,141,3,medium,M,64,1677
6645,A,Ship,4,3,258,2,low,F,3,4555
1909,D,Road,5,3,220,3,low,M,37,2294
8950,B,Ship,5,1,241,3,low,M,7,5342
10760,F,Ship,4,3,253,5,low,M,6,1367
5506,B,Ship,6,3,304,5,medium,F,10,1254
846,F,Ship,5,2,145,5,medium,F,22,1818
91,D,Ship,5,3,174,6,high,F,41,1085
4550,F,Ship,5,5,276,4,low,F,7,1742
9819,A,Ship,3,1,144,2,medium,M,8,5378
1556,F,Ship,5,4,199,2,high,F,20,2553
5942,F,Ship,4,2,244,3,high,M,1,5559
4553,C,Ship,7,5,273,4,low,F,7,1364
9840,F,Road,4,4,224,2,low,F,3,4817
4896,F,Ship,3,3,162,2,low,F,9,4903
5378,F,Ship,5,1,170,4,high,M,6,5258
5962,B,Ship,6,1,249,4,medium,M,2,1326
587,C,Ship,3,2,158,3,high,F,59,1307
1065,A,Ship,3,2,147,4,low,M,13,1657
4739,C,Ship,3,5,244,2,medium,F,10,4064
6216,F,Ship,6,5,255,4,low,F,9,1113
9432,F,Road,6,5,285,4,low,M,8,1028
7743,A,Ship,6,2,301,4,medium,M,10,1747
5615,C,Flight,3,2,257,5,low,M,5,4130
2447,C,Road,3,5,165,2,high,F,37,1234
8618,F,Road,5,2,254,6,low,F,5,1951
64,B,Ship,3,1,177,3,medium,M,61,1880
5965,D,Ship,6,5,244,4,medium,F,6,1185
8064,F,Road,3,2,235,2,medium,F,10,4172
6915,A,Ship,5,2,226,5,medium,M,5,1659
10060,B,Ship,4,5,155,3,low,F,10,5315
1118,F,Ship,4,4,205,3,low,F,11,2255
7975,D,Ship,4,5,137,3,medium,M,1,4861
2927,C,Ship,3,1,269,3,low,M,47,3033
8011,D,Ship,5,3,238,5,high,M,7,1848
8345,C,Road,6,1,302,4,low,F,1,1622
747,A,Ship,3,4,214,2,low,M,50,3881
